device_ip;port;reg_type;reg_address;quantity;bit_number;value_type;scale;name;topic
10.21.105.160;502;hr;139;1;12;bool;1;breg_13912;testDevice
10.21.105.160;502;hr;139;1;13;bool;1;breg_13913;testDevice
10.21.105.160;502;hr;139;1;14;bool;1;breg_13914;testDevice
10.21.105.160;502;hr;139;1;15;bool;1;breg_13915;testDevice
10.21.105.160;502;hr;141;1;;bool;1;breg_141;testDevice
10.21.105.160;502;hr;142;1;;bool;1;breg_142;testDevice
10.21.105.160;502;hr;143;1;;bool;1;breg_143;testDevice
10.21.105.160;502;hr;144;1;;bool;1;breg_144;testDevice
10.21.105.160;502;hr;145;1;;bool;1;breg_145;testDevice
10.21.105.160;502;hr;146;1;;bool;1;breg_146;testDevice
10.21.105.160;502;hr;147;1;;bool;1;breg_147;testDevice
10.21.105.160;502;hr;148;1;;bool;1;breg_148;testDevice
10.21.105.160;502;hr;149;1;0;bool;1;breg_1490;testDevice
10.21.105.160;502;hr;149;1;1;bool;1;breg_1491;testDevice
10.21.105.160;502;hr;149;1;2;bool;1;breg_1492;testDevice
10.21.105.160;502;hr;149;1;3;bool;1;breg_1493;testDevice
10.21.105.160;502;hr;149;1;4;bool;1;breg_1494;testDevice
10.21.105.160;502;hr;149;1;5;bool;1;breg_1495;testDevice
10.21.105.160;502;hr;149;1;6;bool;1;breg_1496;testDevice
10.21.105.160;502;hr;149;1;7;bool;1;breg_1497;testDevice
10.21.105.160;502;hr;149;1;8;bool;1;breg_1498;testDevice
10.21.105.160;502;hr;149;1;9;bool;1;breg_1499;testDevice
10.21.105.160;502;hr;149;1;10;bool;1;breg_14910;testDevice
10.21.105.160;502;hr;149;1;11;bool;1;breg_14911;testDevice
10.21.105.160;502;hr;149;1;12;bool;1;breg_14912;testDevice
10.21.105.160;502;hr;149;1;13;bool;1;breg_14913;testDevice
10.21.105.160;502;hr;149;1;14;bool;1;breg_14914;testDevice
10.21.105.160;502;hr;149;1;15;bool;1;breg_14915;testDevice
10.21.105.160;502;hr;151;1;;bool;1;breg_151;testDevice
10.21.105.160;502;hr;152;1;;bool;1;breg_152;testDevice
10.21.105.160;502;hr;154;1;;bool;1;breg_154;testDevice
10.21.105.160;502;hr;155;1;;bool;1;breg_155;testDevice
10.21.105.160;502;hr;156;1;;bool;1;breg_156;testDevice
10.21.105.160;502;hr;157;1;;bool;1;breg_157;testDevice
10.21.105.160;502;hr;158;1;;bool;1;breg_158;testDevice
10.21.105.160;502;hr;6;2;;float;0.1;freg_6;testDevice
10.21.105.160;502;hr;9;2;;float;1;freg_9;testDevice
10.21.105.160;502;hr;13;2;;float;1;freg_13;testDevice
10.21.105.160;502;hr;17;2;;float;1;freg_17;testDevice
10.21.105.160;502;hr;19;2;;float;1;freg_19;testDevice
10.21.105.160;502;hr;21;2;;float;1;freg_21;testDevice
10.21.105.160;502;hr;46;2;;float;1;freg_46;testDevice
10.21.105.160;502;hr;49;2;;float;1;freg_49;testDevice
10.21.105.160;502;hr;53;2;;float;1;freg_53;testDevice
10.21.105.160;502;hr;57;2;;float;1;freg_57;testDevice
10.21.105.160;502;hr;59;2;;float;1;freg_59;testDevice
10.21.105.160;502;hr;61;2;;float;1;freg_61;testDevice
10.21.105.160;502;hr;86;2;;float;1;freg_86;testDevice
10.21.105.160;502;hr;89;2;;float;1;freg_89;testDevice
10.21.105.160;502;hr;93;2;;float;1;freg_93;testDevice
10.21.105.160;502;hr;97;2;;float;1;freg_97;testDevice
10.21.105.160;502;hr;99;2;;float;1;freg_99;testDevice
10.21.105.160;502;hr;101;2;;float;1;freg_101;testDevice
10.21.105.160;502;hr;2;1;;int16;1;ireg_2;testDevice
10.21.105.160;502;hr;4;1;;int16;1;ireg_4;testDevice
10.21.105.160;502;hr;11;1;;int16;1;ireg_11;testDevice
10.21.105.160;502;hr;12;1;;int16;1;ireg_12;testDevice
10.21.105.160;502;hr;42;1;;int16;1;ireg_42;testDevice
10.21.105.160;502;hr;44;1;;int16;1;ireg_44;testDevice
10.21.105.160;502;hr;51;1;;int16;1;ireg_51;testDevice
10.21.105.160;502;hr;52;1;;int16;1;ireg_52;testDevice
10.21.105.160;502;hr;82;1;;int16;1;ireg_82;testDevice
10.21.105.160;502;hr;84;1;;int16;1;ireg_84;testDevice
10.21.105.160;502;hr;91;1;;int16;1;ireg_91;testDevice
10.21.105.160;502;hr;92;1;;int16;1;ireg_92;testDevice
